node1,node2,capacity,susceptance,cost_fixed,cost_linear
173.0,174.0,131.0,1.0,0.0,0.1
173.0,175.0,64.0,1.0,0.0,0.1
175.0,176.0,111.0,1.0,0.0,0.1
175.0,179.0,27.0,1.0,0.0,0.1
176.0,177.0,189.0,1.0,0.0,0.1
177.0,178.0,301.0,1.0,0.0,0.1
178.0,180.0,493.0,1.0,0.0,0.1
178.0,179.0,38.0,1.0,0.0,0.1
181.0,187.0,1432.0,1.0,0.0,0.1
184.0,185.0,455.0,1.0,0.0,0.1
186.0,188.0,1472.0,1.0,0.0,0.1
187.0,188.0,1088.0,1.0,0.0,0.1
189.0,208.0,53.0,1.0,0.0,0.1
189.0,209.0,27.0,1.0,0.0,0.1
189.0,210.0,43.0,1.0,0.0,0.1
190.0,240.0,75.0,1.0,0.0,0.1
190.0,229.0,70.0,1.0,0.0,0.1
190.0,231.0,1286.0,1.0,0.0,0.1
191.0,192.0,1747.0,1.0,0.0,0.1
191.0,225.0,1347.0,1.0,0.0,0.1
192.0,225.0,95.0,1.0,0.0,0.1
193.0,208.0,11.0,1.0,0.0,0.1
193.0,196.0,60.0,1.0,0.0,0.1
193.0,205.0,70.0,1.0,0.0,0.1
194.0,664.0,256.0,1.0,0.0,0.1
194.0,219.0,68.0,1.0,0.0,0.1
195.0,219.0,149.0,1.0,0.0,0.1
195.0,212.0,151.0,1.0,0.0,0.1
196.0,2040.0,95.0,1.0,0.0,0.1
196.0,210.0,39.0,1.0,0.0,0.1
196.0,197.0,139.0,1.0,0.0,0.1
197.0,211.0,23.0,1.0,0.0,0.1
197.0,198.0,214.0,1.0,0.0,0.1
198.0,202.0,28.0,1.0,0.0,0.1
198.0,203.0,171.0,1.0,0.0,0.1
198.0,209.0,112.0,1.0,0.0,0.1
198.0,210.0,211.0,1.0,0.0,0.1
198.0,211.0,111.0,1.0,0.0,0.1
199.0,200.0,6.0,1.0,0.0,0.1
199.0,210.0,74.0,1.0,0.0,0.1
200.0,248.0,17.0,1.0,0.0,0.1
200.0,210.0,50.0,1.0,0.0,0.1
201.0,204.0,11.0,1.0,0.0,0.1
202.0,211.0,60.0,1.0,0.0,0.1
203.0,211.0,75.0,1.0,0.0,0.1
204.0,2040.0,94.0,1.0,0.0,0.1
204.0,205.0,58.0,1.0,0.0,0.1
205.0,206.0,11.0,1.0,0.0,0.1
206.0,208.0,26.0,1.0,0.0,0.1
206.0,207.0,9.0,1.0,0.0,0.1
211.0,212.0,280.0,1.0,0.0,0.1
212.0,215.0,131.0,1.0,0.0,0.1
213.0,214.0,619.0,1.0,0.0,0.1
214.0,242.0,19.0,1.0,0.0,0.1
214.0,215.0,584.0,1.0,0.0,0.1
215.0,216.0,344.0,1.0,0.0,0.1
216.0,217.0,56.0,1.0,0.0,0.1
217.0,218.0,33.0,1.0,0.0,0.1
217.0,219.0,229.0,1.0,0.0,0.1
217.0,220.0,86.0,1.0,0.0,0.1
218.0,219.0,158.0,1.0,0.0,0.1
218.0,220.0,105.0,1.0,0.0,0.1
219.0,237.0,468.0,1.0,0.0,0.1
220.0,221.0,152.0,1.0,0.0,0.1
220.0,238.0,740.0,1.0,0.0,0.1
221.0,223.0,864.0,1.0,0.0,0.1
222.0,237.0,132.0,1.0,0.0,0.1
223.0,224.0,101.0,1.0,0.0,0.1
224.0,225.0,323.0,1.0,0.0,0.1
224.0,226.0,168.0,1.0,0.0,0.1
226.0,231.0,169.0,1.0,0.0,0.1
227.0,231.0,472.0,1.0,0.0,0.1
228.0,234.0,11.0,1.0,0.0,0.1
228.0,229.0,522.0,1.0,0.0,0.1
228.0,231.0,31.0,1.0,0.0,0.1
229.0,230.0,810.0,1.0,0.0,0.1
231.0,232.0,1186.0,1.0,0.0,0.1
231.0,237.0,871.0,1.0,0.0,0.1
232.0,233.0,177.0,1.0,0.0,0.1
234.0,236.0,1423.0,1.0,0.0,0.1
234.0,235.0,28.0,1.0,0.0,0.1
234.0,237.0,98.0,1.0,0.0,0.1
235.0,238.0,578.0,1.0,0.0,0.1
237.0,241.0,1379.0,1.0,0.0,0.1
238.0,239.0,1298.0,1.0,0.0,0.1
240.0,281.0,75.0,1.0,0.0,0.1
242.0,245.0,153.0,1.0,0.0,0.1
242.0,247.0,226.0,1.0,0.0,0.1
243.0,244.0,130.0,1.0,0.0,0.1
243.0,245.0,45.0,1.0,0.0,0.1
244.0,246.0,129.0,1.0,0.0,0.1
245.0,246.0,45.0,1.0,0.0,0.1
245.0,247.0,15.0,1.0,0.0,0.1
246.0,247.0,2.0,1.0,0.0,0.1
247.0,248.0,99.0,1.0,0.0,0.1
248.0,249.0,15.0,1.0,0.0,0.1
249.0,250.0,51.0,1.0,0.0,0.1
9001.0,9012.0,26.0,1.0,0.0,0.1
9001.0,9006.0,60.0,1.0,0.0,0.1
9001.0,9005.0,161.0,1.0,0.0,0.1
9002.0,9024.0,4.0,1.0,0.0,0.1
9002.0,9012.0,34.0,1.0,0.0,0.1
9002.0,9021.0,17.0,1.0,0.0,0.1
9003.0,9031.0,5.0,1.0,0.0,0.1
9003.0,9032.0,4.0,1.0,0.0,0.1
9003.0,9033.0,5.0,1.0,0.0,0.1
9003.0,9034.0,4.0,1.0,0.0,0.1
9003.0,9035.0,4.0,1.0,0.0,0.1
9003.0,9036.0,7.0,1.0,0.0,0.1
9003.0,9037.0,5.0,1.0,0.0,0.1
9003.0,9006.0,38.0,1.0,0.0,0.1
9003.0,9007.0,17.0,1.0,0.0,0.1
9003.0,9044.0,10.0,1.0,0.0,0.1
9003.0,9038.0,7.0,1.0,0.0,0.1
9004.0,9041.0,3.0,1.0,0.0,0.1
9004.0,9042.0,2.0,1.0,0.0,0.1
9004.0,9043.0,4.0,1.0,0.0,0.1
9004.0,9044.0,10.0,1.0,0.0,0.1
9005.0,9051.0,40.0,1.0,0.0,0.1
9005.0,9052.0,68.0,1.0,0.0,0.1
9005.0,9053.0,51.0,1.0,0.0,0.1
9005.0,9054.0,120.0,1.0,0.0,0.1
9005.0,9055.0,20.0,1.0,0.0,0.1
9006.0,9007.0,22.0,1.0,0.0,0.1
9007.0,9071.0,3.0,1.0,0.0,0.1
9012.0,9121.0,9.0,1.0,0.0,0.1
9021.0,9022.0,4.0,1.0,0.0,0.1
9021.0,9023.0,3.0,1.0,0.0,0.1
9025.0,9023.0,2.0,1.0,0.0,0.1
9053.0,9533.0,3.0,1.0,0.0,0.1
9023.0,9026.0,2.0,1.0,0.0,0.1
9036.0,247.0,0,1,1.0,0.1
146.0,91.0,0,1,1.0,0.1
173.0,141.0,0,1,1.0,0.1
9004.0,109.0,0,1,1.0,0.1
162.0,195.0,0,1,1.0,0.1
7024.0,171.0,0,1,1.0,0.1
102.0,246.0,0,1,1.0,0.1
205.0,89.0,0,1,1.0,0.1
7024.0,664.0,0,1,1.0,0.1
320.0,7017.0,0,1,1.0,0.1
113.0,238.0,0,1,1.0,0.1
7057.0,225.0,0,1,1.0,0.1
161.0,37.0,0,1,1.0,0.1
150.0,203.0,0,1,1.0,0.1
609.0,9051.0,0,1,1.0,0.1
163.0,9044.0,0,1,1.0,0.1
92.0,9022.0,0,1,1.0,0.1
184.0,5.0,0,1,1.0,0.1
235.0,139.0,0,1,1.0,0.1
324.0,220.0,0,1,1.0,0.1
1.0,168.0,0,1,1.0,0.1
7001.0,87.0,0,1,1.0,0.1
117.0,7002.0,0,1,1.0,0.1
9072.0,190.0,0,1,1.0,0.1
85.0,7130.0,0,1,1.0,0.1
9021.0,154.0,0,1,1.0,0.1
26.0,116.0,0,1,1.0,0.1
172.0,9026.0,0,1,1.0,0.1
39.0,185.0,0,1,1.0,0.1
231.0,184.0,0,1,1.0,0.1
9025.0,182.0,0,1,1.0,0.1
9051.0,200.0,0,1,1.0,0.1
196.0,153.0,0,1,1.0,0.1
198.0,135.0,0,1,1.0,0.1
192.0,105.0,0,1,1.0,0.1
64.0,203.0,0,1,1.0,0.1
216.0,162.0,0,1,1.0,0.1
33.0,247.0,0,1,1.0,0.1
9052.0,7044.0,0,1,1.0,0.1
9035.0,7057.0,0,1,1.0,0.1
9024.0,182.0,0,1,1.0,0.1
137.0,231.0,0,1,1.0,0.1
99.0,320.0,0,1,1.0,0.1
9037.0,7012.0,0,1,1.0,0.1
196.0,9071.0,0,1,1.0,0.1
193.0,155.0,0,1,1.0,0.1
218.0,1201.0,0,1,1.0,0.1
7039.0,9006.0,0,1,1.0,0.1
26.0,203.0,0,1,1.0,0.1
165.0,209.0,0,1,1.0,0.1
9036.0,86.0,0,1,1.0,0.1
239.0,42.0,0,1,1.0,0.1
78.0,9007.0,0,1,1.0,0.1
119.0,9025.0,0,1,1.0,0.1
37.0,562.0,0,1,1.0,0.1
229.0,14.0,0,1,1.0,0.1
192.0,609.0,0,1,1.0,0.1
180.0,224.0,0,1,1.0,0.1
9.0,210.0,0,1,1.0,0.1
201.0,192.0,0,1,1.0,0.1
137.0,131.0,0,1,1.0,0.1
664.0,11.0,0,1,1.0,0.1
7.0,526.0,0,1,1.0,0.1
63.0,44.0,0,1,1.0,0.1
74.0,9021.0,0,1,1.0,0.1
531.0,7.0,0,1,1.0,0.1
147.0,37.0,0,1,1.0,0.1
91.0,78.0,0,1,1.0,0.1
214.0,125.0,0,1,1.0,0.1
62.0,171.0,0,1,1.0,0.1
12.0,37.0,0,1,1.0,0.1
2040.0,70.0,0,1,1.0,0.1
127.0,239.0,0,1,1.0,0.1
9034.0,7039.0,0,1,1.0,0.1
58.0,221.0,0,1,1.0,0.1
9051.0,19.0,0,1,1.0,0.1
222.0,9036.0,0,1,1.0,0.1
122.0,89.0,0,1,1.0,0.1
199.0,152.0,0,1,1.0,0.1
60.0,161.0,0,1,1.0,0.1
142.0,190.0,0,1,1.0,0.1
172.0,113.0,0,1,1.0,0.1
127.0,9034.0,0,1,1.0,0.1
89.0,188.0,0,1,1.0,0.1
4.0,242.0,0,1,1.0,0.1
120.0,14.0,0,1,1.0,0.1
7071.0,125.0,0,1,1.0,0.1
104.0,127.0,0,1,1.0,0.1
9071.0,210.0,0,1,1.0,0.1
206.0,234.0,0,1,1.0,0.1
136.0,144.0,0,1,1.0,0.1
215.0,1.0,0,1,1.0,0.1
9072.0,120.0,0,1,1.0,0.1
85.0,211.0,0,1,1.0,0.1
133.0,7003.0,0,1,1.0,0.1
190.0,144.0,0,1,1.0,0.1
140.0,230.0,0,1,1.0,0.1
145.0,218.0,0,1,1.0,0.1
15.0,153.0,0,1,1.0,0.1
91.0,54.0,0,1,1.0,0.1
178.0,166.0,0,1,1.0,0.1
188.0,246.0,0,1,1.0,0.1
9054.0,168.0,0,1,1.0,0.1
113.0,160.0,0,1,1.0,0.1
319.0,7003.0,0,1,1.0,0.1
320.0,64.0,0,1,1.0,0.1
7166.0,209.0,0,1,1.0,0.1
27.0,237.0,0,1,1.0,0.1
2040.0,140.0,0,1,1.0,0.1
223.0,114.0,0,1,1.0,0.1
76.0,235.0,0,1,1.0,0.1
1.0,323.0,0,1,1.0,0.1
178.0,36.0,0,1,1.0,0.1
42.0,214.0,0,1,1.0,0.1
7003.0,100.0,0,1,1.0,0.1
1190.0,37.0,0,1,1.0,0.1
9041.0,139.0,0,1,1.0,0.1
26.0,99.0,0,1,1.0,0.1
155.0,9006.0,0,1,1.0,0.1
9043.0,47.0,0,1,1.0,0.1
176.0,215.0,0,1,1.0,0.1
124.0,7002.0,0,1,1.0,0.1
100.0,6.0,0,1,1.0,0.1
13.0,224.0,0,1,1.0,0.1
187.0,7062.0,0,1,1.0,0.1
531.0,7024.0,0,1,1.0,0.1
13.0,244.0,0,1,1.0,0.1
230.0,216.0,0,1,1.0,0.1
233.0,7017.0,0,1,1.0,0.1
212.0,131.0,0,1,1.0,0.1
181.0,73.0,0,1,1.0,0.1
196.0,3.0,0,1,1.0,0.1
52.0,120.0,0,1,1.0,0.1
9005.0,235.0,0,1,1.0,0.1
121.0,206.0,0,1,1.0,0.1
13.0,57.0,0,1,1.0,0.1
664.0,104.0,0,1,1.0,0.1
138.0,184.0,0,1,1.0,0.1
107.0,163.0,0,1,1.0,0.1
85.0,15.0,0,1,1.0,0.1
61.0,176.0,0,1,1.0,0.1
23.0,140.0,0,1,1.0,0.1
118.0,144.0,0,1,1.0,0.1
36.0,7024.0,0,1,1.0,0.1
162.0,9035.0,0,1,1.0,0.1
552.0,123.0,0,1,1.0,0.1
163.0,229.0,0,1,1.0,0.1
147.0,109.0,0,1,1.0,0.1
240.0,7012.0,0,1,1.0,0.1
7039.0,208.0,0,1,1.0,0.1
132.0,552.0,0,1,1.0,0.1
211.0,21.0,0,1,1.0,0.1
27.0,244.0,0,1,1.0,0.1
20.0,3.0,0,1,1.0,0.1
138.0,175.0,0,1,1.0,0.1
154.0,166.0,0,1,1.0,0.1
195.0,223.0,0,1,1.0,0.1
146.0,130.0,0,1,1.0,0.1
2040.0,92.0,0,1,1.0,0.1
9002.0,149.0,0,1,1.0,0.1
127.0,21.0,0,1,1.0,0.1
9044.0,230.0,0,1,1.0,0.1
7017.0,155.0,0,1,1.0,0.1
223.0,42.0,0,1,1.0,0.1
139.0,73.0,0,1,1.0,0.1
13.0,9071.0,0,1,1.0,0.1
76.0,562.0,0,1,1.0,0.1
70.0,133.0,0,1,1.0,0.1
183.0,52.0,0,1,1.0,0.1
2040.0,664.0,0,1,1.0,0.1
51.0,141.0,0,1,1.0,0.1
223.0,9052.0,0,1,1.0,0.1
168.0,7039.0,0,1,1.0,0.1
116.0,169.0,0,1,1.0,0.1
169.0,221.0,0,1,1.0,0.1
71.0,202.0,0,1,1.0,0.1
77.0,122.0,0,1,1.0,0.1
526.0,7057.0,0,1,1.0,0.1
322.0,11.0,0,1,1.0,0.1
51.0,91.0,0,1,1.0,0.1
9004.0,9035.0,0,1,1.0,0.1
194.0,235.0,0,1,1.0,0.1
319.0,21.0,0,1,1.0,0.1
27.0,7001.0,0,1,1.0,0.1
12.0,79.0,0,1,1.0,0.1
13.0,5.0,0,1,1.0,0.1
9036.0,119.0,0,1,1.0,0.1
55.0,51.0,0,1,1.0,0.1
216.0,7130.0,0,1,1.0,0.1
171.0,7017.0,0,1,1.0,0.1
170.0,192.0,0,1,1.0,0.1
223.0,9022.0,0,1,1.0,0.1
247.0,1200.0,0,1,1.0,0.1
244.0,7023.0,0,1,1.0,0.1
72.0,180.0,0,1,1.0,0.1
199.0,324.0,0,1,1.0,0.1
