node,demand,gen_capacity,gen_upgrade_ub,gen_upgrade_cost_fixed,gen_upgrade_cost_linear
9026.0,0.45000000000000001,0,0,0,0
7055.0,0.0,48.0,0,0,0
531.0,14.0,0,0,0,0
7061.0,0.0,400.0,0,0,0
7062.0,0.0,400.0,0,0,0
9071.0,1.02,0,0,0,0
7071.0,0.0,138.0,0,0,0
9121.0,3.7999999999999998,0,0,0,0
9533.0,1.1899999999999999,0,0,0,0
526.0,145.30000000000001,0,0,0,0
9051.0,35.810000000000002,54.0,0,0,0
7130.0,0.0,1292.0,0,0,0
7139.0,0.0,717.0,0,0,0
552.0,0,0,0,0,0
1190.0,100.31,0,0,0,0
664.0,0,0,0,0,0
528.0,28.100000000000001,0,0,0,0
2040.0,0.0,0,0,0,0
1200.0,0,0,0,0,0
1201.0,0.0,0,0,0,0
7166.0,0.0,553.0,0,0,0
