from_node,to_node,distance
13,48,0.31718058
38,50,0.31761944
48,57,0.31796747
4,35,0.31827678
5,37,0.31870328
9,48,0.31872937
1,42,0.32004354
29,34,0.32031641
5,31,0.32039897
11,44,0.32115783
11,51,0.32154347
27,49,0.32164875
15,40,0.32172023
25,34,0.32221665
11,49,0.32263614
35,49,0.32284471
2,4,0.3235412
24,27,0.32354871
28,32,0.32427809
11,18,0.32455532
13,51,0.32511171
12,15,0.32570393
28,40,0.32575875
18,36,0.32588433
9,57,0.32591356
8,29,0.32637266
46,54,0.32637961
10,57,0.32669938
5,18,0.32752892
29,53,0.32756888
17,49,0.32776511
26,48,0.32799062
6,13,0.32828486
36,47,0.3285726
15,23,0.32938118
15,21,0.32956119
6,47,0.32979735
15,16,0.32989071
5,21,0.32991695
9,53,0.329918
24,45,0.33055687
44,48,0.33084886
37,52,0.33096362
3,16,0.33146988
1,14,0.33166064
37,57,0.33173795
15,48,0.33233324
12,45,0.33282571
8,52,0.33326912
2,22,0.33372792
40,52,0.33392027
8,35,0.33410363
48,52,0.33496095
38,42,0.33531076
1,22,0.33573129
27,47,0.33593872
27,29,0.33607835
27,30,0.33652269
4,8,0.33700997
8,53,0.33717183
4,48,0.33845157
9,54,0.33848172
8,41,0.33899187
4,20,0.34133662
16,43,0.34160854
22,35,0.34165131
26,33,0.34193622
29,51,0.34203382
41,49,0.3422805
36,42,0.34307574
9,18,0.34480605
10,50,0.34485609
28,49,0.34653223
8,55,0.34715816
4,30,0.34757563
45,49,0.34766394
42,45,0.34789254
14,47,0.34825058
6,30,0.3482679
37,56,0.34893851
18,20,0.34913797
12,55,0.3494737
8,11,0.34998152
19,23,0.35013025
39,49,0.3502161
9,36,0.35032422
7,56,0.35040404000000003
5,8,0.35068323
8,12,0.35078177
3,13,0.35092698
42,48,0.35095178
29,40,0.35118658
23,45,0.35183353
11,46,0.35234505
34,50,0.3531902
30,38,0.3536654
41,53,0.35382914
28,57,0.35402884
50,55,0.35487225
17,43,0.35556888
17,41,0.35575495
15,26,0.35603244
23,38,0.35616049
4,40,0.35642474
6,32,0.35671591
26,28,0.35680025
7,26,0.35702508
14,16,0.35751363
1,21,0.35770954
27,40,0.35782881
13,50,0.35791066
15,20,0.35803442
27,39,0.35846307
35,50,0.35879395
9,47,0.35929504
47,54,0.36017585
15,35,0.36018611
28,38,0.36032121
17,38,0.3616767
10,17,0.36168524
4,42,0.36182361
15,25,0.36247959
34,47,0.3626243
18,24,0.36264127
9,38,0.36281459
24,49,0.36288995
18,40,0.36370387
39,54,0.3637666
42,50,0.36404101
13,55,0.36490277
36,45,0.36540816
4,37,0.36549581
1,38,0.36554503
6,18,0.36557975
9,15,0.36565232
9,16,0.36651187
27,46,0.36664933
15,37,0.36743588
34,38,0.36754351
18,21,0.367588
1,11,0.36765007
52,55,0.36776061
3,14,0.36809141
13,37,0.36821247
9,37,0.36864037
6,39,0.36866993
44,46,0.36967647
36,39,0.37052415
8,18,0.37064238
6,31,0.37102529
7,53,0.37114943
5,34,0.37135455
34,39,0.3720185
12,51,0.37212805
49,57,0.37279174
37,44,0.37318278
47,55,0.37391937
26,49,0.37408959
14,35,0.37420934
32,37,0.3747909
10,44,0.37502897
43,51,0.37521722
50,54,0.37570376
14,55,0.3761272
16,41,0.37618246
12,46,0.3762457
41,57,0.376462
21,30,0.37665969
30,36,0.37702368000000003
4,27,0.37718666
23,31,0.37768331
22,49,0.37900126
1,49,0.3790139
14,27,0.37927147
36,51,0.37949961
40,54,0.38116324
14,22,0.38168453
5,13,0.38184825
25,37,0.38267105
20,24,0.38278666
35,40,0.38301139
14,24,0.38305849
5,7,0.38345324
19,24,0.38378128
3,36,0.38398987
10,48,0.38450799
7,32,0.38530891
48,53,0.38582238
5,40,0.38624115
36,56,0.38629911
5,32,0.38722129
17,40,0.38785167
21,44,0.38788781
23,35,0.38807346
6,42,0.38828705
24,48,0.38848008
30,34,0.38907617
8,34,0.39000593
6,29,0.391114
6,9,0.3913727
4,16,0.39177661
49,55,0.39202388
24,37,0.39263269
28,51,0.39293375
7,9,0.39317475
5,19,0.39329194
10,47,0.39331966
4,12,0.39332227
3,49,0.39376375
11,15,0.39403645
21,25,0.39424464
38,47,0.39477472
14,39,0.39493438
14,43,0.39562378
39,55,0.39570173
41,44,0.39571272
10,16,0.39574181
7,33,0.39604526
25,33,0.39613018
14,57,0.39685158
25,48,0.39694332
12,38,0.39760183
20,44,0.39763242
6,45,0.39832457
9,39,0.39923146
13,19,0.39925403
15,46,0.40141078
24,32,0.40146103
23,44,0.4014855
41,50,0.40168984
32,36,0.40277774
37,42,0.40294043
1,5,0.40332569
8,26,0.40376653
29,36,0.40440825
37,53,0.40460239
35,47,0.40478045
29,56,0.40523921
6,51,0.40560763
14,28,0.40580261
35,44,0.40619185
6,23,0.40627066
17,22,0.4066765
33,37,0.40677677
17,36,0.40693294
10,18,0.4076447
15,27,0.40834932
2,23,0.40857939
8,17,0.4086178
40,43,0.40870001
22,31,0.40889214
35,46,0.40889475
44,56,0.40912054
3,6,0.40922764
19,38,0.40979389
2,13,0.40996097
43,54,0.41119806
23,36,0.4119664
31,36,0.41221303
29,49,0.4138272
24,34,0.41403724
15,30,0.41429671
44,50,0.41452708
26,44,0.41456118
13,22,0.41605815
16,49,0.41619665
7,13,0.41639724
18,41,0.41655335
31,38,0.41682603
3,12,0.4168383
11,45,0.41710233
8,54,0.41733729
14,26,0.41737282
12,36,0.41754156
18,23,0.41760146
32,48,0.41828682
6,56,0.41836045
21,38,0.41896638
1,9,0.41927683
29,35,0.41929536
18,48,0.41949673
34,49,0.41960777
22,27,0.41984622
38,56,0.42008374
49,53,0.42015406
5,20,0.42033602
17,20,0.42053067
4,9,0.42219599
42,57,0.4225577
25,49,0.42270345
38,51,0.42305561
5,28,0.42352045
11,54,0.42357704
1,24,0.42398079
1,36,0.42474256
3,25,0.42560317
3,42,0.42585453
9,52,0.42611503
2,12,0.42706535
10,36,0.42708404
10,39,0.4281482
49,52,0.42823712
25,44,0.42882472
8,24,0.42910535
6,33,0.43006706
42,53,0.43113045
34,46,0.43152742
29,33,0.43163649
4,46,0.43173501
15,50,0.43211968
10,37,0.43229859
35,39,0.43243108
4,7,0.43314848
28,53,0.43335493
7,15,0.43347823
7,25,0.43417163
48,55,0.43446313
32,38,0.43478063
5,50,0.43478726
14,53,0.43479124
42,47,0.43480656
12,19,0.4351692
7,44,0.43535821
10,52,0.43568807
13,47,0.43601155
25,28,0.43677142
5,17,0.43678288
42,54,0.43769831
30,33,0.43780391
38,39,0.43783924
41,48,0.43807069
9,45,0.43864031
14,19,0.43877489
43,46,0.43890728
34,40,0.43934529
44,51,0.44044483
10,15,0.44051284
12,48,0.44102489
11,50,0.44108106
2,24,0.44126806
7,42,0.44137634
10,38,0.44159952
36,57,0.4418396
11,38,0.44227258
8,45,0.44252815
40,45,0.44274084
27,44,0.4427827
22,48,0.44296879
28,56,0.44299528
43,49,0.44418218
18,43,0.44434648
13,24,0.44434739
26,50,0.4446441
17,56,0.44530466
1,23,0.44541663
5,46,0.44582121
18,46,0.44603687
3,30,0.44620671
28,31,0.44642784
31,37,0.44646255
11,48,0.44714707
2,5,0.44715621
11,53,0.44816815
7,10,0.44870756
43,44,0.44931817
4,50,0.44945558
11,36,0.44953288
41,47,0.44972043
26,40,0.45009748
21,26,0.45027435
6,17,0.45052238
3,26,0.45094917
2,38,0.45307763
13,57,0.45311931
29,54,0.45440303
16,20,0.45532983
6,57,0.45554484
7,24,0.45572024
33,48,0.45659962
16,38,0.45716633
8,43,0.45727443
11,57,0.45832704
22,37,0.45851329
14,25,0.45880049
12,50,0.45906736
4,31,0.45937518
5,42,0.45955753
4,11,0.45998332
1,40,0.46006316
8,22,0.46095016
15,56,0.46208854
18,37,0.46254029
2,14,0.46270141
1,6,0.46281773
17,21,0.46288227
6,12,0.46356483
18,56,0.46396979
24,40,0.46399452
14,52,0.46428073
8,25,0.46468219
15,41,0.4648671
19,42,0.46493246
14,29,0.46526969
16,40,0.46544747
17,46,0.46585493
30,37,0.46624416
27,52,0.46634456
25,45,0.46654426
6,10,0.46703038
36,52,0.46801205
2,42,0.46843708
7,55,0.46921465
1,8,0.47009126
6,52,0.47072534
1,41,0.47089878
29,32,0.47109581
43,53,0.47114615
1,43,0.47218781
1,10,0.47253867
36,41,0.47262738
19,49,0.4729955
37,55,0.47349612
23,27,0.47402394
34,52,0.47436414
13,53,0.47448389
29,38,0.47452739
33,36,0.47503812
17,24,0.47572119
13,35,0.47572691
45,48,0.47670103
31,48,0.476906
17,48,0.47718424
39,42,0.47809564
19,36,0.4785027
26,45,0.47857934
14,34,0.47891674
7,31,0.47937128
30,48,0.4803003
20,38,0.48038588
38,41,0.48144181
13,39,0.48174575
39,41,0.48387186
48,54,0.48397072
4,34,0.48441713
30,44,0.48469371
18,26,0.48530745
7,54,0.48583783
14,54,0.48597031
15,51,0.48598988
3,35,0.48603051
49,54,0.48611615
27,51,0.48617716
21,36,0.48619975
22,40,0.48641544
26,46,0.486436
37,41,0.48666688
18,35,0.48681676
41,52,0.48719007
16,22,0.48728094
13,27,0.48728547
24,28,0.48755694
3,8,0.48831596
18,25,0.48888888
27,57,0.49068255
8,16,0.49148218
12,37,0.49293376
9,28,0.49297634
9,29,0.49308963
6,11,0.49442722
5,33,0.49454247
6,21,0.49502386
26,47,0.49541334
29,55,0.49580109
3,40,0.49597075
17,51,0.49663885
16,56,0.49668058
44,47,0.49734142
5,9,0.49745275
4,28,0.49783405
22,42,0.49798085
18,50,0.49799714
35,45,0.49818562
13,54,0.49829116
32,50,0.49858686
11,37,0.49871326
38,57,0.49874005
23,49,0.49882061
4,10,0.49890039
30,49,0.49931065
30,45,0.49938713
12,54,0.49967238
3,11,0.50013636
20,30,0.50106573
16,36,0.50151456
43,57,0.50177998
2,49,0.50229977
10,45,0.50250756
11,47,0.50287299
36,53,0.5032621
18,51,0.50371968
17,55,0.50479198
5,47,0.5048491
7,41,0.50487941
33,39,0.50516054
33,47,0.50571718
44,55,0.50614914
6,19,0.5064992
14,23,0.50717305
3,48,0.50727226
25,40,0.50840088
15,28,0.50857833
13,26,0.50880516
5,12,0.50903442
12,57,0.50938302
4,56,0.50940178
33,50,0.50993144
12,53,0.51016472
20,25,0.51062583
37,54,0.51066265
41,45,0.51117216
36,55,0.51142697
3,9,0.5120412
24,50,0.51213638
22,32,0.51264658
26,29,0.51269769
13,28,0.51344187
6,41,0.51408987
15,47,0.51420217
37,45,0.51431122
2,11,0.51434489
32,47,0.51462841
23,32,0.51483861
28,30,0.51540212
8,32,0.51561138
25,50,0.51687027
22,34,0.51690139
21,35,0.51697387
7,30,0.51703309
15,34,0.5170713
42,52,0.51747585
24,33,0.51790422
27,56,0.51812486
16,21,0.51882603
33,38,0.51947325
15,31,0.51970986
28,44,0.51983391
2,36,0.52020863
1,48,0.52089874
6,53,0.52124486
4,32,0.52144426
12,22,0.5215104
11,19,0.52212797
34,57,0.52220037
19,25,0.52241301
15,43,0.5225804
9,27,0.52406117
7,18,0.52417194
24,42,0.52430146
24,46,0.5243397
26,39,0.52461419
32,49,0.52489848
45,46,0.52508307
7,22,0.52518565
32,39,0.52526376
17,37,0.52527916
10,29,0.52652229
4,41,0.52658366
4,51,0.52663904
14,21,0.52785358
17,23,0.52835852
18,27,0.52878247
4,47,0.52923335
5,16,0.52927516
12,47,0.52953733
43,50,0.52966182
7,11,0.53043535
35,51,0.53047036
13,20,0.53068999
14,30,0.53148916
38,52,0.53270365
13,21,0.53309133
17,50,0.53329609
43,45,0.53346186
7,12,0.5343359
18,30,0.53511787
16,55,0.53585648
19,30,0.536549
13,52,0.53679994
35,42,0.5379067
21,49,0.53819376
3,37,0.5387414
9,35,0.53892486
21,31,0.53912264
16,46,0.53944789
27,42,0.53950789
13,25,0.54014788
35,52,0.54047802
38,55,0.54120316
28,42,0.54125877
1,46,0.54181945
23,48,0.54246547
11,39,0.54249001
31,49,0.54267642
5,39,0.5439039
39,44,0.54396419
34,51,0.54430865
6,55,0.54465626
1,56,0.54500622
6,16,0.54546124
13,23,0.54568679
8,30,0.54596061
10,28,0.54653208
18,55,0.5469223
23,37,0.54897959
20,36,0.55052324
34,44,0.55098742
2,6,0.55100087
19,26,0.55121068
3,27,0.55123827
14,20,0.55164816
25,46,0.55203657
35,57,0.55316177
27,45,0.55318036
35,56,0.55334791
44,57,0.55367378
16,51,0.5541599
45,56,0.55524671
28,54,0.5554086
38,53,0.55546907
8,33,0.55584508
23,34,0.55605233
43,48,0.55649092
28,55,0.5569125
22,46,0.55729523
5,56,0.55749183
5,51,0.55819366
1,25,0.55827418
20,26,0.55882052
9,19,0.55972056
15,39,0.55996922
9,22,0.5605253
13,29,0.56080183
5,29,0.56180994
22,50,0.5624722
8,31,0.56265284
11,52,0.56374598
1,37,0.56377062
16,24,0.5640268
5,11,0.56456328
1,26,0.5651529
12,24,0.56572211
32,40,0.56592555
29,42,0.56593364
16,48,0.56596164
15,55,0.56655831
2,9,0.56685979
27,53,0.56698138
8,19,0.56804386
45,50,0.56813965
6,20,0.56845183
9,24,0.56917797
15,32,0.56938627
19,40,0.56942735
38,43,0.57031582
32,46,0.57065462
25,47,0.57139969
22,28,0.57162365
12,39,0.57249002
36,43,0.57340232
4,39,0.57350764
8,23,0.57446955
20,49,0.57516503
5,10,0.57637573
1,35,0.57643632
3,46,0.57695827
26,42,0.57886095
3,10,0.57937063
7,45,0.57948147
43,47,0.57952601
2,25,0.58010817
14,32,0.58011584
12,20,0.58027835
18,47,0.58051758
7,17,0.58064532
24,47,0.58067179
31,44,0.58225813
31,50,0.58230138
29,41,0.5826539
17,35,0.58331673
33,49,0.58459569
34,56,0.58560435
19,35,0.58730594
36,54,0.58801072
14,31,0.58813481
13,34,0.58836203
3,31,0.58837576
30,40,0.58861359
4,43,0.58903219
15,57,0.58911076
44,53,0.58938002
1,51,0.59037562
17,26,0.59081674
3,41,0.59139069
45,51,0.59176498
25,29,0.59246885
33,46,0.59260667
11,22,0.59308851
10,27,0.59336096
2,40,0.59346514
1,30,0.59397514
9,26,0.59432559
2,30,0.59553189
2,8,0.5966609
19,48,0.59687013
33,52,0.59740186
1,50,0.59751129
21,27,0.59817415
17,25,0.59950811
30,50,0.60048322
34,53,0.6012426
25,39,0.60207277
20,42,0.60209851
28,41,0.60302406
29,31,0.60323012
16,23,0.60328762
23,40,0.60454939
33,40,0.60490633
29,44,0.60506027
3,7,0.60591081
13,30,0.60604051
2,26,0.6066681
37,43,0.60668301
26,51,0.60752331
12,52,0.60815569
18,28,0.60936503
9,34,0.60941087
3,50,0.60971533
12,21,0.60976557
15,29,0.61056778
31,40,0.61106747
12,35,0.6112217
21,42,0.61168563
7,23,0.61248289
6,54,0.61270314
2,43,0.61272944
17,47,0.61283684
16,50,0.61294914
10,35,0.61311088
5,41,0.61358079
39,43,0.6137055
43,52,0.61379536
4,29,0.61383764
25,42,0.61510834
1,55,0.61518628
16,37,0.61518825
20,35,0.61558198
17,27,0.61574364
6,43,0.61738177
3,43,0.61806287
31,47,0.61827623
32,44,0.61846907
24,39,0.61867905
2,41,0.61901705
44,52,0.61924584
10,19,0.61956184
21,48,0.61956262
4,55,0.61962763
4,57,0.61968689
12,27,0.62107871
2,10,0.62127574
4,33,0.622301
19,41,0.62272276
3,56,0.62290551
1,27,0.62398389
26,56,0.62406216
5,57,0.62462127
18,57,0.62497205
1,7,0.62557195
35,53,0.62657122
8,21,0.62687238
11,24,0.62710169
18,39,0.62724491
32,52,0.6274966
23,42,0.62761368
22,33,0.62808912
17,57,0.62851939
19,43,0.62863691
31,45,0.629558
7,43,0.62985674
11,28,0.63072956
44,54,0.63079654
38,54,0.63133742
19,37,0.6314615
24,29,0.63147534
15,53,0.63208209
26,52,0.63249037
2,48,0.63322558
12,28,0.63378177
24,56,0.63420591
30,46,0.63452913
34,42,0.63522178
24,51,0.6363076
11,29,0.63667904
10,22,0.63714797
18,34,0.63738421
31,46,0.63739882
23,33,0.63774129
22,47,0.63791718
21,37,0.63815774
31,39,0.63882359
2,35,0.63917521
26,57,0.64033752
45,55,0.64133113
9,25,0.64174223
11,27,0.64260246
12,26,0.64260593
23,28,0.64272891
14,33,0.64337603
27,55,0.64344356
17,53,0.64363057
15,52,0.6439845
11,35,0.64419515
22,56,0.64530674
27,41,0.64555966
5,52,0.6456612
21,40,0.64576253
18,31,0.64792787
10,24,0.64797009
17,30,0.64812635
12,23,0.65000047
17,54,0.65065558
45,47,0.65094491
19,46,0.65171144
19,27,0.65173094
18,53,0.65367417
3,51,0.65417753
30,47,0.65470072
28,45,0.65675406
3,34,0.6569445
22,51,0.65879684
17,39,0.65890727
12,29,0.66092814
34,45,0.66144986
20,31,0.66164741
35,41,0.66177278
33,57,0.66282762
15,33,0.66357401
22,41,0.66390277
4,52,0.66437853
23,50,0.66546477
11,20,0.66658218
7,16,0.66814555
21,32,0.66836366
4,53,0.66874521
8,20,0.66894968
12,25,0.67017155
2,37,0.67052126
23,46,0.67081442
10,26,0.67126147
25,51,0.67183358
29,30,0.6723063
17,28,0.67328204
10,34,0.67379072
32,57,0.67409829
3,28,0.67415566
2,46,0.67593757
3,32,0.67813019
27,54,0.67817394
5,55,0.67876271
16,35,0.67880249
20,40,0.67880791
19,56,0.67948422
22,39,0.67956925
20,48,0.67966472
1,47,0.67973517
35,55,0.68018676
13,31,0.68047907
18,54,0.68205764
24,41,0.6827421
25,56,0.68322137
30,42,0.68345396
15,54,0.68386643
19,31,0.68414836
30,39,0.68482228
13,32,0.68500075
16,26,0.68505344
5,53,0.68584699
11,26,0.68603647
16,54,0.68698295
32,51,0.68766866
9,23,0.68846546
16,57,0.68993975
16,47,0.69011301
9,21,0.69083807
2,56,0.69096068
16,25,0.69109465
21,34,0.69122553
20,27,0.6915659
3,47,0.69169239
11,21,0.69177579
18,29,0.69186035
9,20,0.69231278
19,50,0.69278225
5,43,0.69416194
16,53,0.69597445
39,45,0.69739905
18,32,0.6974705
18,52,0.697595
7,19,0.69787761
2,27,0.70072679
33,51,0.70105547
32,45,0.70135148
24,57,0.70283625
33,44,0.70488747
7,21,0.70526165
22,29,0.70562615
20,37,0.70614562
34,55,0.70683342
45,57,0.70837942
25,52,0.70964717
1,28,0.71032519
16,27,0.71066002
26,53,0.71190889
29,43,0.71253205
25,57,0.71288026
17,52,0.714816
3,55,0.71565455
26,41,0.71631632
9,30,0.71640737
1,57,0.71643056
19,51,0.71774959
10,25,0.72002648
12,34,0.72030319
1,31,0.72063758
34,54,0.72071325
22,43,0.72089387
11,25,0.72152881
24,52,0.72164675
21,46,0.72173694
11,23,0.72256625
17,34,0.72282634
2,50,0.72307878
32,56,0.72372303
1,39,0.72645089
34,41,0.72814563
28,43,0.72898996
4,54,0.72957895
35,54,0.73093517
9,32,0.73186657
12,30,0.73236409
1,34,0.73276706
2,51,0.73358656
17,29,0.73489497
16,39,0.73536224
11,34,0.73543716
2,7,0.73591486
23,47,0.735993
21,50,0.73604714
16,30,0.7364179
3,39,0.7373286
1,53,0.73977661
45,53,0.74146333
33,53,0.74205075
2,31,0.74225018
32,42,0.74274374
22,57,0.74325659
31,52,0.74592753
33,56,0.74627366
31,42,0.75023349
26,55,0.75061509
13,33,0.75222975
32,53,0.75285878
21,28,0.75292975
30,51,0.75380866
29,45,0.7541381
24,55,0.75433508
17,31,0.75654461
10,20,0.7567738
24,43,0.75687419
22,55,0.75739833
1,54,0.75740762
19,34,0.75785228
31,51,0.7588802
20,46,0.75924082
27,43,0.75929571
19,55,0.76056573
25,41,0.76177074
9,31,0.76217961
10,21,0.76231873000000006
16,28,0.76271488
30,56,0.76332049
3,57,0.76368854
2,55,0.76385766
20,41,0.76416669
24,53,0.76436373
10,23,0.7656127
5,54,0.76687037
35,43,0.76702361
23,56,0.76852446
19,28,0.77005791
31,57,0.7729704
7,20,0.77388998
45,52,0.77453556
23,39,0.77473893
45,54,0.77476251
9,33,0.77522804
19,47,0.77546242
20,43,0.77608539
22,52,0.77709784
23,51,0.77772406
19,32,0.77865829
21,41,0.77899909
31,56,0.78228445
20,32,0.78256875
25,53,0.78265099
16,52,0.78310513
1,32,0.78404969
3,29,0.78511924
3,33,0.78663631
20,50,0.78768206
23,29,0.78816032
18,33,0.78851843
