from_node,to_node,distance
10,22,0.09602316
53,62,0.09613941
15,113,0.09629334
109,116,0.09640334
52,66,0.09668391
62,71,0.09734328
80,107,0.09862755
12,67,0.09976109
14,73,0.09976803
57,108,0.09989097
52,56,0.10047512
24,73,0.10092273
57,65,0.10098572
50,95,0.10131022
66,73,0.10149604
23,72,0.10150037
92,101,0.10193425
85,94,0.10238343
31,38,0.10293978
8,11,0.10304523
59,74,0.10319161
27,31,0.10339389
80,110,0.10373266
28,44,0.10464181
91,93,0.104774
10,23,0.10493217
8,14,0.10507053
34,44,0.10515621
77,112,0.10541991
43,87,0.10557802
5,7,0.10630506
33,44,0.10641409
38,45,0.10679692
81,116,0.10681601
27,114,0.10703953
47,50,0.10735304
27,37,0.10757293
57,64,0.10808386
45,115,0.1082712
13,72,0.10841708
18,25,0.10851379
15,22,0.10868881
85,90,0.10869373
82,107,0.10901025
42,115,0.10906979
27,42,0.1091686
64,75,0.10937409
23,38,0.10984769
58,59,0.11032876
96,104,0.11041245
95,115,0.11070085
40,87,0.11089766
84,115,0.11125021
36,40,0.11167669
83,100,0.11172551
49,57,0.11192644
31,46,0.11206501
1,56,0.11256592
8,16,0.11265855
9,26,0.11276278
28,34,0.1131836
2,67,0.11386152
33,113,0.11423081
27,33,0.11530668
85,93,0.11582057
104,107,0.11617571
35,42,0.11625321
64,70,0.11670882
35,84,0.11726122
48,65,0.11743312
51,71,0.11745145
1,55,0.117553
49,71,0.11758524
2,54,0.11795844
49,115,0.11815402
11,16,0.11815506
99,104,0.1186806
54,60,0.11869771
15,23,0.11872881
37,45,0.11932784
96,116,0.11950316
69,116,0.11966393
47,108,0.11979262
15,30,0.119988
29,95,0.12012085
81,110,0.12026746
65,71,0.1205942
50,84,0.12078587
40,44,0.1210419
47,48,0.12108295
15,38,0.121236
81,97,0.12137483
18,21,0.12141331
55,74,0.12186846
12,73,0.12190166
3,6,0.12191804
94,103,0.12203522
32,33,0.12210141
51,59,0.1225443
48,103,0.1226542
28,45,0.12269693
24,62,0.12312102
46,114,0.1231934
53,71,0.12344872
76,111,0.12348215
60,63,0.12370032
65,115,0.12381358
34,86,0.12424034
57,68,0.12475291
29,85,0.12476992
12,52,0.1248662
18,20,0.12504354
38,72,0.12533395
103,108,0.12556367
50,53,0.12583959
97,108,0.12603789
36,39,0.1261187
76,112,0.12650729
29,48,0.12657288
77,116,0.12671621
39,42,0.12691238
6,117,0.1271518
46,66,0.12766162
11,14,0.12766414
16,72,0.1277786
81,103,0.12812398
10,14,0.12841445
46,53,0.12852753
53,69,0.12908022
81,83,0.12913272
99,105,0.12954234
18,22,0.12973199
95,108,0.12975627
36,89,0.12980458
41,43,0.13003722
2,66,0.13008152
29,45,0.13026157
47,68,0.13032908
17,114,0.13041297
4,6,0.13045176
68,96,0.130462
57,60,0.13095803
57,70,0.13101944
21,113,0.13119697
10,13,0.13129768
64,108,0.13138542
15,26,0.13146766
80,105,0.13154014
50,68,0.13173432
17,27,0.13194174
48,57,0.13236949
25,33,0.13263278
48,108,0.13265065
40,86,0.13273139
81,104,0.13306752
12,24,0.13337883
24,51,0.13365095
47,64,0.13403147
1,51,0.13422984
26,113,0.134299
15,18,0.13446525
36,85,0.13481847
36,87,0.13496773
51,53,0.13511834
68,83,0.13513933
32,45,0.13516231
64,111,0.13518653
9,30,0.13520798
52,54,0.13574207
98,105,0.13585058
96,108,0.13612453
44,87,0.13637969
8,13,0.13655824
1,117,0.13661145
47,70,0.13667852
97,111,0.1366791
61,65,0.13697995
28,39,0.13724702
4,8,0.13767315
5,12,0.13772514
83,95,0.13787207
23,114,0.13793076
82,109,0.13805142
39,90,0.13809636
91,102,0.13852168
109,112,0.13854956
51,61,0.13866804
35,40,0.13899654
13,67,0.13914233
14,72,0.13915294
90,92,0.13959958
25,30,0.13967795
16,67,0.13968385
42,114,0.13975605
86,89,0.13982682
39,84,0.13997554
19,113,0.13999552
47,62,0.14023411
81,98,0.14030484
19,41,0.14039696
11,73,0.14042525
59,62,0.1407169
56,71,0.1415609
17,22,0.14256535
60,74,0.14257483
28,35,0.14259096
64,116,0.14292163
64,109,0.14302928
63,118,0.14373244
62,65,0.14410181
29,50,0.1443884
98,104,0.14449143
69,97,0.14450272
100,105,0.14475056
105,116,0.14479067
35,115,0.14509882
80,116,0.14537485
75,109,0.14539824
88,92,0.14542224
81,99,0.14558109
15,27,0.14565158
25,38,0.14567807
2,70,0.14578926
10,16,0.14579013
10,113,0.14618574
111,118,0.1463262
69,109,0.14632723
54,64,0.14646058
53,64,0.14650076
94,105,0.14672471
81,108,0.14705514
49,61,0.14735507
82,98,0.14748494
61,108,0.1476094
10,32,0.14811376
101,106,0.1481523
27,44,0.14818318
108,110,0.14850908
49,62,0.14885115
46,72,0.14940178
55,63,0.149435
63,111,0.14955997
13,17,0.14981103
78,80,0.15000198
57,62,0.15009468
47,95,0.1501925
24,49,0.15046002
35,95,0.15047758
54,57,0.15050011
56,61,0.15107317
47,54,0.15131947
31,37,0.15185137
96,110,0.15187538
111,112,0.15229563
53,60,0.15234685
47,60,0.15255867
28,31,0.15376491
54,71,0.15385077
84,94,0.15393462
79,107,0.15393858
33,41,0.15395271
55,70,0.15422813
86,93,0.15439116
24,56,0.15469893
51,55,0.1547239
24,65,0.15476334
82,108,0.15479797
9,14,0.15512525
65,95,0.15539754
52,72,0.15586361
54,58,0.15597877
57,95,0.15604081
89,102,0.15651229
18,32,0.15652155
48,53,0.15672878
53,56,0.15686792
93,100,0.15688416
68,105,0.15701644
66,114,0.15705505
30,72,0.15707106
53,66,0.15754947
22,30,0.15768917
96,99,0.15772111
17,26,0.15802042
49,95,0.15802162
46,95,0.15802741
80,109,0.15806149
46,57,0.15821612
14,67,0.15829794
19,27,0.1583688
103,116,0.15857045
29,37,0.15881106
78,110,0.15913515
28,87,0.15920263
96,106,0.15938413
69,111,0.15965927
35,90,0.16046966
54,69,0.1606471
7,11,0.16068867
84,108,0.16069979
81,106,0.16071568
52,70,0.160732
17,33,0.16081015
24,53,0.16089033
96,98,0.16108546
83,106,0.16176541
9,22,0.16176706
19,37,0.16199851
38,42,0.16217648
74,118,0.16222234
24,46,0.16238805
93,102,0.16246393
68,115,0.16254603
30,32,0.16254914
82,99,0.16258266
86,91,0.16263306
45,50,0.16266146
31,49,0.16312674
4,7,0.16319343
53,108,0.16334286
2,53,0.16336852
29,40,0.16348455
35,94,0.16372187
79,82,0.16386657
47,71,0.16433092
57,116,0.16443855
15,114,0.16447649
59,75,0.16467116
100,107,0.16490841
83,107,0.16499323
51,66,0.16512218
38,46,0.16530179
39,94,0.16541485
12,71,0.16581525
20,113,0.16595578
75,76,0.16596268
14,17,0.16649001
2,58,0.16666777
94,106,0.16670135
96,100,0.16670995
97,105,0.16703743
35,48,0.16718152
28,33,0.16726712
78,109,0.16738264
13,38,0.16741391
50,114,0.16743096
1,52,0.16747241
63,70,0.16756317
105,110,0.16766578
111,116,0.16781301
1,54,0.16782489
51,67,0.16782978
82,103,0.16810363
12,66,0.16816035
69,110,0.16833625
39,115,0.16838882
35,45,0.16846892
17,72,0.16856741
23,66,0.16870806
59,64,0.16878656
85,100,0.16884356
101,104,0.16942885
27,41,0.16946368
6,11,0.16947151
85,92,0.16948953
49,72,0.16962887
28,36,0.16967904
47,115,0.16979931
11,67,0.17022039
39,93,0.17034568
64,77,0.17036227
39,86,0.1705301
49,68,0.17057877
97,112,0.17077305
49,114,0.17122494
42,50,0.17145354
49,52,0.17169268
60,109,0.17192836
36,91,0.1720062
85,103,0.17208581
31,48,0.1722281
50,108,0.17224645
2,73,0.17229547
52,65,0.17246311
19,43,0.17256777
31,65,0.17265125
42,46,0.17278267
36,41,0.17294573
19,32,0.17294745
9,16,0.1731397
1,62,0.17365282
61,75,0.17368728
39,95,0.173849
46,84,0.17389402
79,99,0.17404974
89,94,0.17424271
42,84,0.17427973
29,46,0.17463424
40,90,0.17503926
19,25,0.17505888
81,109,0.17547034
20,33,0.17558757
53,68,0.17561679
90,94,0.1756841
22,32,0.17571444
65,70,0.17577242
82,104,0.17579925
48,83,0.17592004
84,96,0.17633215
58,70,0.17651959
79,112,0.17661726
31,35,0.17664217
13,24,0.17666756
16,66,0.17666823
2,59,0.1769568
5,117,0.17700662
51,60,0.17753027
93,101,0.17763979
38,66,0.17771435
31,72,0.17774762
64,110,0.17776538
92,104,0.17787831
41,86,0.17807749
85,95,0.17831555
65,69,0.17835782
47,51,0.17838311
76,109,0.17842021
2,3,0.17845524
56,60,0.17866733
65,72,0.17891479
54,65,0.17899102
18,26,0.17905747
19,28,0.17910959
24,54,0.17915349
40,85,0.17924089000000001
83,108,0.17927579
61,71,0.17946093
65,108,0.17946302
8,10,0.17957115
50,71,0.17983084
50,66,0.17991882
54,74,0.18006558
40,45,0.18017106
17,45,0.18023031
9,13,0.18046791
6,12,0.1804713
58,62,0.18064717
38,115,0.18075979
64,74,0.18079075
42,44,0.18080254
32,42,0.18097878
39,45,0.18155376
29,68,0.18163153
80,112,0.18165518
1,12,0.18209501
78,97,0.18210053
65,114,0.18214836
16,24,0.18223884
32,37,0.18232722
74,111,0.18246649
62,64,0.18247255
3,11,0.18257063
49,84,0.1825865
51,65,0.18275326
58,74,0.18292183
8,73,0.18300329
27,40,0.1831366
35,103,0.18326302
54,63,0.18335346
47,84,0.18375951
68,97,0.18423259
49,70,0.18423826
55,62,0.1844965
60,116,0.18457997
68,82,0.18462159
42,48,0.18480225
56,67,0.1849203
50,61,0.18496784
33,38,0.18507832
62,69,0.1856876
107,110,0.18574977
79,110,0.1858327
39,88,0.18585305
36,37,0.18586023
23,26,0.18590118
89,100,0.18595319
80,106,0.18597517
51,57,0.18605725
27,113,0.1861279
32,72,0.18625932
50,103,0.18628824
34,39,0.18643871
8,23,0.18662757
83,99,0.18665923
12,72,0.18673421
76,78,0.18679306
21,26,0.18680799
12,13,0.18701404
100,102,0.18716079
35,83,0.18721072
12,51,0.18729828
53,115,0.18730818
57,71,0.1873222
2,61,0.18742574
94,101,0.18742741
61,68,0.18751508
18,44,0.18753202
35,93,0.18766774
13,114,0.18799184
18,27,0.18801476
46,68,0.18802162
56,66,0.18842238
25,114,0.18847485
89,101,0.1884904
49,108,0.18876276
47,116,0.18917281
2,72,0.18925988
82,106,0.18930536
58,117,0.18934632
31,84,0.18958292
75,97,0.18976644
33,45,0.19006716
38,73,0.19009687
95,105,0.1901154
40,43,0.19028054
39,89,0.19051482
57,84,0.19080396
85,104,0.1913776
57,115,0.19143001
81,100,0.19154378
52,61,0.1915906
78,82,0.19166187
39,48,0.19179396
5,16,0.19196188
48,69,0.19196923
14,66,0.1920066
29,94,0.19224666
46,62,0.19228876
47,66,0.19234231
73,114,0.19273275
61,116,0.19274986
3,52,0.19281523
42,95,0.19289198
81,94,0.19296702
84,105,0.19309916
2,49,0.19310229
55,60,0.19310233
10,18,0.1931387
60,97,0.19319753
31,39,0.19328639
64,68,0.19339778
77,81,0.19343837
11,30,0.19365553
42,85,0.1936922
1,70,0.19423339
103,107,0.19428114
79,81,0.1943119
68,94,0.19440228
28,115,0.19445521
49,67,0.19445978
28,86,0.19456248
77,108,0.1945946
45,48,0.19468307
37,114,0.19473421
21,25,0.19473648
35,50,0.19477669
60,77,0.1948511
13,32,0.19488993
99,101,0.1949327
14,38,0.19504578
83,116,0.19518453
35,86,0.19533072
95,116,0.19542238
2,55,0.19551279
103,115,0.19552991
14,26,0.19579829
30,114,0.19580639
27,29,0.19613716
16,38,0.19621599
23,27,0.19622456
1,7,0.19630955
34,42,0.19668853
61,63,0.19668894
97,107,0.19670556
107,116,0.19682215
9,23,0.19687722
29,83,0.19713739
22,33,0.19714253
15,16,0.19737985
71,114,0.19749937
46,52,0.1975091
28,32,0.19762014
39,83,0.19777032
39,41,0.1978209
63,69,0.19790055
13,25,0.19790332
31,66,0.19799152
54,75,0.19812784
41,45,0.19824858
46,67,0.19846466
47,56,0.19858708
46,61,0.19859293
4,12,0.19901242
59,69,0.19909349
80,104,0.19925793
48,96,0.19931989
24,114,0.19939277
3,58,0.19943031
29,36,0.19972774
32,44,0.19983964
14,24,0.19984779
65,67,0.19989481
29,114,0.19999125
47,52,0.20023276
37,115,0.20026157
52,58,0.200296
3,67,0.20036976
53,59,0.20060172
30,113,0.20086446
40,88,0.20093999
45,72,0.20141474
26,32,0.20162054
75,110,0.20169547
5,73,0.20170057
5,14,0.2017494
24,47,0.20177302
87,88,0.20180615
91,101,0.20186498
28,114,0.20198882
45,84,0.20237252
54,66,0.20253431
19,21,0.20272141
96,109,0.20272882
97,103,0.2028693
94,107,0.20309376
51,64,0.20317852
78,111,0.20318497
87,90,0.20333266
92,106,0.2033747
57,97,0.20353827
68,110,0.20361785
38,113,0.20416639
88,102,0.2042036
28,85,0.20432351
52,59,0.20441916
69,95,0.20442996
50,69,0.20448975
34,35,0.20465988
15,72,0.2046843
15,45,0.20471934
81,95,0.20473952
83,98,0.2049517
12,62,0.2051031
75,116,0.20540667
47,103,0.20543642
63,76,0.20545224
84,104,0.20548793
45,65,0.20564116
2,117,0.20568109
13,26,0.20602967
48,116,0.20605535
33,42,0.20622202
10,72,0.20642587
17,73,0.20661878
23,31,0.20666967
14,25,0.20678456
50,72,0.20691837
29,49,0.20694655
94,99,0.20699391
30,67,0.20710955
66,115,0.20718408
13,71,0.2072904
68,104,0.20729871
56,65,0.20744594
93,104,0.20764699
82,112,0.20792574
34,88,0.20808698
56,74,0.20809216
61,74,0.20856346
67,114,0.2085741
37,86,0.2086049
56,64,0.20861998
11,23,0.20872535
31,40,0.20874324
4,16,0.20897
28,38,0.20899976
35,88,0.20906161
21,33,0.20906981
3,4,0.20907901
37,43,0.20920823
2,47,0.2092086
9,15,0.20927165
79,97,0.20927363
19,40,0.20942065
77,118,0.20947533
58,63,0.20966158
53,67,0.20970258
10,73,0.20983852
24,50,0.20992382
35,89,0.21016023
83,92,0.21017133
17,19,0.21019604
36,92,0.21041934
35,41,0.21054764
27,46,0.21066939
38,50,0.21073951
33,34,0.21078732
33,40,0.21078915
50,62,0.21078962
29,65,0.21089125
83,93,0.21129425
38,49,0.21176453
85,115,0.21178373
77,79,0.2118645
3,56,0.2119125
103,106,0.21194204
8,26,0.21194959
49,56,0.21198923
9,25,0.21211412
69,82,0.21252587
33,114,0.21265299
51,69,0.21267762
45,95,0.2127298
61,111,0.21299772
4,14,0.21311577
29,90,0.21344736
23,113,0.21347751
60,110,0.21356529
80,108,0.2136435
62,72,0.21366897
108,111,0.21377654
28,43,0.21399168
55,75,0.21414647
70,108,0.21420892
15,31,0.21442395
10,114,0.21469641
72,115,0.21469702
24,61,0.21473874
16,26,0.21481477
49,64,0.21512739
81,84,0.21527777
11,72,0.21540158
33,43,0.21552872
112,118,0.21558752
14,32,0.21559441
16,71,0.21565723
48,94,0.21567661
85,91,0.21568048
16,114,0.21575627
23,45,0.21594417
88,94,0.21619549
5,67,0.21619854
60,65,0.21663256
19,87,0.21674481
57,75,0.21681265
23,71,0.21681664
36,42,0.21692112
95,104,0.2170878
53,72,0.2174834
9,11,0.21751859
38,67,0.21763746
61,109,0.21789656
24,38,0.21791948
52,57,0.21802161
46,73,0.21802845
57,109,0.21813024
14,114,0.21813452
57,66,0.21826664
90,102,0.21830655
98,110,0.21849898
11,24,0.21851582
69,103,0.21853922
31,33,0.2185504
66,70,0.21871696
57,59,0.21901976
80,83,0.21908574
27,72,0.21917296
55,61,0.21918144
39,50,0.21937671
54,67,0.21938345
44,113,0.21940984
9,17,0.21962256
43,86,0.21962801
5,13,0.21970895
39,87,0.21976164
27,34,0.21987649
61,97,0.21994364
69,74,0.22001694
56,63,0.22002384
71,115,0.22010568
3,51,0.22023722
8,12,0.22024966
48,114,0.22034598
16,25,0.22047545
61,66,0.22094499
25,45,0.22100824
112,116,0.22102346
84,116,0.22110498
46,108,0.22133369
82,111,0.2215062
69,81,0.22160825
30,66,0.2216279
53,84,0.22164688
69,96,0.22172093
61,95,0.22178183
105,109,0.22179983
1,24,0.2221319
11,117,0.22220132
56,69,0.22253466
80,103,0.22256164
79,105,0.22259163
37,85,0.22259668
62,73,0.2226101
48,105,0.22268187
38,71,0.22272022
68,85,0.22280607
16,32,0.22283189
36,44,0.22288222
15,21,0.22288523
63,109,0.22313234
27,35,0.22321625
20,44,0.22329071
14,22,0.2233024
2,57,0.22336429
3,24,0.2233853
2,46,0.22405571
51,74,0.22412324
13,52,0.22412606
84,100,0.22442413
76,110,0.2246591
16,52,0.22472503
77,96,0.22474059
52,117,0.2248307
24,57,0.22483432
29,41,0.22508653
79,106,0.22524582
109,118,0.22546489
10,27,0.22577044
1,71,0.22590736
36,94,0.22593678
19,22,0.22598437
79,109,0.22599047
75,112,0.22612253
7,67,0.22640165
3,73,0.22646132
2,7,0.22648505
56,117,0.22651348
86,92,0.2265382
28,90,0.22660331
68,109,0.22665776
51,73,0.22670104
20,22,0.22672462
10,33,0.22686584
75,108,0.22687832
18,38,0.22693523
49,73,0.22698711
42,65,0.22715135
49,60,0.22717151
13,22,0.22727501
99,103,0.22749633
35,46,0.22754903
47,59,0.22761478
52,55,0.22770945
45,66,0.22794774
44,86,0.22795667
57,110,0.22799059
98,101,0.22833302
31,71,0.22834395
46,51,0.22834651
53,116,0.22842409
23,46,0.22843258
19,45,0.22867171
63,77,0.22873208
31,44,0.22896457
22,38,0.22929519
27,39,0.22975087
104,116,0.22982476
47,97,0.23014869
1,67,0.23016871
48,64,0.2302099
39,68,0.23030426
78,116,0.23039354
17,42,0.23049382
51,72,0.23078446
31,41,0.23127333
60,68,0.2313067
76,97,0.23146737
32,46,0.23192614
29,34,0.23198456
83,97,0.23201557
65,103,0.23205786
70,111,0.23205864
48,81,0.23206665
74,76,0.2323099
20,25,0.23245316
14,71,0.23250095
32,115,0.23262650000000001
97,98,0.23266006
32,41,0.23289416
34,85,0.23294824
29,38,0.2330025
25,72,0.23304473
51,63,0.23305529
8,67,0.23347608
40,115,0.23349474
20,43,0.23352721
94,98,0.23353387
94,102,0.23353696
79,96,0.23358098
57,96,0.23361141
64,82,0.23361815
83,101,0.23368575
17,66,0.23384063
25,31,0.233903
39,92,0.23403756
40,93,0.23406404
82,100,0.23424211
60,118,0.23425241
65,73,0.23444134
46,54,0.23450978
46,70,0.23458625
50,70,0.2349501
19,38,0.23500441
102,106,0.23505433
11,52,0.23509086
19,42,0.23517105
101,107,0.23526759
55,64,0.2352762
39,44,0.23548224
4,117,0.23549814
2,60,0.23552593
11,66,0.2356045
34,45,0.23572481
31,47,0.23577912
25,44,0.23587012
58,60,0.23589484
50,52,0.23593729
7,52,0.23604208
46,69,0.23606612
27,30,0.23622234
62,74,0.23628785
39,100,0.23637723
59,71,0.2364093
78,81,0.23650668
27,50,0.2367945
49,103,0.23679554
82,95,0.23720632
40,89,0.2372291
48,71,0.23724058
1,74,0.23731703
17,37,0.23735904
12,58,0.23738623
15,73,0.23742936
80,111,0.23744744
57,111,0.23745209
18,41,0.23749991
104,108,0.23751215
35,100,0.23752928
91,100,0.23765165
85,105,0.23766487
4,13,0.23786033
50,64,0.23795109
83,115,0.23802344
12,23,0.23811619
29,93,0.23851017
99,110,0.23852229
59,111,0.23869692
98,116,0.23872487
69,84,0.23887519
89,104,0.23887874
85,96,0.23907868
98,103,0.23908958
51,117,0.23913665
18,37,0.23918078
50,83,0.23918127
54,108,0.23923752
28,84,0.23923991
83,110,0.23932028
82,94,0.23934183
88,100,0.23939156
32,73,0.23940063
7,73,0.23953148
62,63,0.2399207
31,53,0.24013385
35,87,0.24022774
8,72,0.24022795
24,31,0.24030277
36,43,0.24039832
24,30,0.24066064
4,73,0.24070313
91,94,0.24088412
77,105,0.24092931
16,22,0.24124418
90,101,0.24130682
78,107,0.24133414
47,75,0.24151267
107,108,0.2415252
67,117,0.24172142
29,47,0.241762
83,90,0.24176746
50,54,0.24205315
41,90,0.24210212
26,33,0.24215934
48,66,0.24217644
42,87,0.24217826
67,70,0.24240461
33,87,0.24242429
38,44,0.24270144
102,104,0.24280052
79,116,0.24299882
29,86,0.24302162
9,113,0.24341025
10,21,0.24346249
14,52,0.24349066
15,44,0.24353207
95,100,0.2436471
56,73,0.2436794
61,110,0.24371733
46,103,0.24372013
107,109,0.24394699
64,95,0.24395232
24,115,0.24405941
58,61,0.24416027
37,90,0.24426922
26,38,0.24428793
78,98,0.24442056
22,27,0.24450229
35,44,0.24466989
32,66,0.24480413
68,80,0.24484497
15,37,0.24484593
68,107,0.24485609
113,114,0.24491669
53,114,0.24497222
4,9,0.24503318
83,89,0.24524425
88,101,0.2452611
95,97,0.24544
35,114,0.24554745
53,75,0.24587496
18,30,0.2460945
12,54,0.24624504
47,72,0.24634598
47,109,0.24635306
45,85,0.24650341
68,100,0.24685723
57,81,0.24694548
94,108,0.24696131
35,92,0.24709768
61,77,0.24727408
61,115,0.24767254
35,104,0.24770204
31,68,0.24783301
25,37,0.24785179
10,11,0.24820595
3,71,0.24829603
2,11,0.24830615
62,108,0.24835547
23,52,0.24856643
47,96,0.24875858
52,60,0.24883257
64,81,0.24886525
69,71,0.2490671
95,114,0.24927157
50,116,0.24954122
23,33,0.24964283
50,51,0.2496589
29,108,0.24976189
99,116,0.24979693
56,75,0.25000693
60,71,0.25006985
84,114,0.25008668
17,44,0.25013318
29,44,0.25014298
17,46,0.25014403
97,99,0.25015041
64,118,0.25018391
47,67,0.25024256
50,67,0.25030086
62,75,0.2503387
53,103,0.25039349
55,117,0.25051239
69,105,0.25074089
39,46,0.2507772
50,85,0.25078696
57,77,0.25100557
15,42,0.25108606
48,62,0.25108996
2,16,0.25110918
77,107,0.25165078
3,62,0.25170008
8,17,0.25174919
70,116,0.25185722
17,67,0.2518682
84,90,0.2519447
57,82,0.25196324
40,84,0.25211902
82,84,0.25217464
37,84,0.25224717
85,101,0.25230575
39,104,0.25236788
101,105,0.25247606
17,28,0.25257048
42,86,0.25264702
2,13,0.25284446
56,72,0.25302463
7,58,0.25307246
58,71,0.25311346
18,23,0.25319182
52,114,0.25326096
104,110,0.25327489
6,8,0.25340179
47,114,0.25342602
42,68,0.25354833
64,96,0.25363001
84,93,0.25363453
97,104,0.25363916
31,85,0.25387683
44,114,0.25395734
46,56,0.25398277
57,63,0.25407507
42,72,0.25408532
31,73,0.25413911
81,112,0.25434838
65,116,0.25439557
103,109,0.25450705
47,110,0.25452704
9,73,0.25468469
68,70,0.25472089
80,100,0.25481674
48,104,0.25490386
92,99,0.25497485
8,22,0.25506886
12,30,0.2551583
42,90,0.25519927
87,89,0.25526311
90,104,0.2554552
74,109,0.25550797
13,46,0.25554764
51,75,0.25571581
60,76,0.25573174
93,103,0.2557457
41,85,0.25575735
11,71,0.25598933
24,59,0.25601393
34,89,0.25608133
93,106,0.25614626
48,97,0.25620831
64,76,0.25628334
61,84,0.25651437
37,113,0.25656247
53,73,0.25658431
13,31,0.25661315
64,103,0.25690984
24,58,0.25713118
28,50,0.25713981
29,57,0.25722168
94,115,0.25731998
85,87,0.25745826
13,27,0.25761185
18,28,0.25766348
48,70,0.25776144
7,24,0.25776447
2,50,0.25793315
81,111,0.25802355
39,91,0.25803643
2,64,0.25807954
28,88,0.25823977
32,40,0.25824506
28,46,0.25826041
64,71,0.2582854
35,49,0.25841726
70,109,0.25852306
41,88,0.2588233
8,15,0.25883592
68,77,0.2589997
15,20,0.25918318
57,83,0.2592204
3,55,0.25934268
7,8,0.25934576
19,31,0.25940767
1,61,0.25945399
53,55,0.2596115
37,46,0.25966289
50,60,0.25975478
54,111,0.25987397
31,67,0.26002305
1,6,0.26004132
17,21,0.26012854
48,82,0.26013392
45,113,0.26039621
50,96,0.2604013
45,71,0.26040253
19,114,0.26050022
48,60,0.26064878
5,24,0.26065924
23,49,0.26084132
24,117,0.26097677
61,103,0.26118554
31,57,0.26123664
42,103,0.26130446
15,28,0.26144632
39,114,0.26160442
59,118,0.26160752
74,77,0.26161467
35,65,0.2617512
1,63,0.26177495
34,93,0.2617798
29,88,0.26189765
27,49,0.26208268
5,52,0.26213985
40,114,0.26215521
69,80,0.26226421
36,84,0.2622985
29,89,0.26234625
61,67,0.26239864
37,50,0.26258562
2,69,0.26285056
92,105,0.26288953
7,16,0.26297617
